review,sentiment,movie,confidence,predicted,mismatch
A visual masterpiece with a compelling story. Highly recommend!,Positive,Aurora Rising,0.4469857180829045,Positive,False
"The acting was superb, and the plot kept me guessing until the very end.",Positive,The Silent Echo,0.36548989007949423,Neutral,True
"An instant classic! The direction, the score, everything was perfect.",Positive,Crimson Tides,0.4297723847222428,Negative,True
A heartwarming story that will leave you feeling uplifted and inspired.,Positive,Beneath the Stars,0.49306480499540317,Neutral,True
"Finally, a superhero movie with depth and originality! A must-see.",Positive,Celestial Guard,0.5571039817788638,Positive,False
I was on the edge of my seat the entire time! A thrilling ride from start to finish.,Positive,Velocity,0.5074598530169666,Positive,False
The chemistry between the leads was undeniable. A truly enchanting romance.,Positive,Whispers of the Heart,0.3624367337290059,Positive,False
A thought-provoking film that will stay with you long after the credits roll.,Positive,The Labyrinth of Dreams,0.42944777390350536,Neutral,True
Stunning visuals and a gripping narrative make this a cinematic triumph.,Positive,Echoes of Tomorrow,0.5106399579850212,Positive,False
Absolutely brilliant! A perfect blend of humor and heart.,Positive,The Accidental Hero,0.4870604711905649,Positive,False
The plot was convoluted and difficult to follow. I left feeling confused.,Negative,The Tangled Web,0.5340311494240471,Neutral,True
Terrible acting and a predictable storyline make this a complete waste of time.,Negative,Forgotten Legacy,0.5416700453876132,Negative,False
I couldn't even finish it. The dialogue was atrocious and the pacing was awful.,Negative,The Obsidian Mirror,0.3423426050374973,Positive,True
A disappointing sequel that fails to live up to the original. Skip this one.,Negative,Shadows Return,0.4019453508628446,Negative,False
"The special effects were laughably bad, and the story made no sense.",Negative,Phantom Menace 2.0,0.4129850016212074,Positive,True
A slow and tedious film with no redeeming qualities. I regret watching it.,Negative,The Silent Void,0.42033470851695437,Neutral,True
The movie was trying to be something that is not. A complete mess.,Negative,Poseidon's Fury,0.43831284595183173,Negative,False
"The movie was ok, nothing to celebrate but nothing to complain about.",Neutral,Vanilla Sky 2,0.4585936371077732,Positive,True
"It's watchable, but ultimately forgettable. A decent way to pass the time.",Neutral,The Grey Area,0.3999162408202007,Neutral,False
It's neither great nor terrible. Just a very average movie.,Neutral,Half Moon,0.5046686566426889,Neutral,False
A visual masterpiece! The cinematography alone is worth the price of admission. Highly recommended.,Positive,Aurora Rising,0.5842689207337493,Positive,False
What a waste of time and resources. The plot was convoluted and the acting was subpar.,Negative,Crimson Tide 2,0.4053542482169741,Negative,False
"Enjoyable enough, but ultimately forgettable. A decent way to kill a couple of hours.",Neutral,Echo Chamber,0.46103816120675434,Neutral,False
"Absolutely brilliant! The performances were captivating, and the story was incredibly moving.",Positive,Final Frontier,0.4779369954483706,Neutral,True
I was on the edge of my seat the entire time! A thrilling and suspenseful ride from start to finish.,Positive,Ghost Protocol,0.5074598530169666,Positive,False
